left_city,right_city,left_column_original,left_column_final,right_column_original,right_column_final
chicago,sf,ID,id,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,ID,id,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,ID,id,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,ID,id,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,ID,id,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,ID,id,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,ID,id,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,ID,id,Neighborhoods 2,neighborhoods_2
chicago,sf,Case Number,case_number,PdId,police_department_incident_id
chicago,sf,Case Number,case_number,IncidntNum,incidntnum
chicago,sf,Case Number,case_number,Incident Code,incident_code
chicago,sf,Case Number,case_number,Category,category
chicago,sf,Case Number,case_number,Descript,descript
chicago,sf,Case Number,case_number,DayOfWeek,dayofweek
chicago,sf,Case Number,case_number,Date,date
chicago,sf,Case Number,case_number,Time,time
chicago,sf,Case Number,case_number,PdDistrict,pddistrict
chicago,sf,Case Number,case_number,Resolution,resolution
chicago,sf,Case Number,case_number,Address,address
chicago,sf,Case Number,case_number,X,x
chicago,sf,Case Number,case_number,Y,y
chicago,sf,Case Number,case_number,location,location
chicago,sf,Case Number,case_number,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Case Number,case_number,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Case Number,case_number,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Case Number,case_number,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Case Number,case_number,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Case Number,case_number,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Case Number,case_number,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Case Number,case_number,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Case Number,case_number,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Case Number,case_number,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Case Number,case_number,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Case Number,case_number,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Case Number,case_number,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Case Number,case_number,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Case Number,case_number,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Case Number,case_number,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Case Number,case_number,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Case Number,case_number,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Case Number,case_number,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Case Number,case_number,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Case Number,case_number,Neighborhoods 2,neighborhoods_2
chicago,sf,Date,date,PdId,police_department_incident_id
chicago,sf,Date,date,IncidntNum,incidntnum
chicago,sf,Date,date,Incident Code,incident_code
chicago,sf,Date,date,Category,category
chicago,sf,Date,date,Descript,descript
chicago,sf,Date,date,DayOfWeek,dayofweek
chicago,sf,Date,date,Date,date
chicago,sf,Date,date,Time,time
chicago,sf,Date,date,PdDistrict,pddistrict
chicago,sf,Date,date,Resolution,resolution
chicago,sf,Date,date,Address,address
chicago,sf,Date,date,X,x
chicago,sf,Date,date,Y,y
chicago,sf,Date,date,location,location
chicago,sf,Date,date,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Date,date,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Date,date,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Date,date,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Date,date,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Date,date,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Date,date,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Date,date,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Date,date,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Date,date,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Date,date,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Date,date,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Date,date,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Date,date,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Date,date,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Date,date,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Date,date,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Date,date,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Date,date,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Date,date,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Date,date,Neighborhoods 2,neighborhoods_2
chicago,sf,Block,block,PdId,police_department_incident_id
chicago,sf,Block,block,IncidntNum,incidntnum
chicago,sf,Block,block,Incident Code,incident_code
chicago,sf,Block,block,Category,category
chicago,sf,Block,block,Descript,descript
chicago,sf,Block,block,DayOfWeek,dayofweek
chicago,sf,Block,block,Date,date
chicago,sf,Block,block,Time,time
chicago,sf,Block,block,PdDistrict,pddistrict
chicago,sf,Block,block,Resolution,resolution
chicago,sf,Block,block,Address,address
chicago,sf,Block,block,X,x
chicago,sf,Block,block,Y,y
chicago,sf,Block,block,location,location
chicago,sf,Block,block,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Block,block,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Block,block,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Block,block,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Block,block,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Block,block,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Block,block,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Block,block,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Block,block,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Block,block,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Block,block,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Block,block,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Block,block,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Block,block,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Block,block,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Block,block,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Block,block,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Block,block,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Block,block,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Block,block,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Block,block,Neighborhoods 2,neighborhoods_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,PdId,police_department_incident_id
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,IncidntNum,incidntnum
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Incident Code,incident_code
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Category,category
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Descript,descript
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DayOfWeek,dayofweek
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Date,date
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Time,time
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,PdDistrict,pddistrict
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Resolution,resolution
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Address,address
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,X,x
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Y,y
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,location,location
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,IUCR,illinois_uniform_crime_reporting_code,Neighborhoods 2,neighborhoods_2
chicago,sf,Primary Type,primary_type,PdId,police_department_incident_id
chicago,sf,Primary Type,primary_type,IncidntNum,incidntnum
chicago,sf,Primary Type,primary_type,Incident Code,incident_code
chicago,sf,Primary Type,primary_type,Category,category
chicago,sf,Primary Type,primary_type,Descript,descript
chicago,sf,Primary Type,primary_type,DayOfWeek,dayofweek
chicago,sf,Primary Type,primary_type,Date,date
chicago,sf,Primary Type,primary_type,Time,time
chicago,sf,Primary Type,primary_type,PdDistrict,pddistrict
chicago,sf,Primary Type,primary_type,Resolution,resolution
chicago,sf,Primary Type,primary_type,Address,address
chicago,sf,Primary Type,primary_type,X,x
chicago,sf,Primary Type,primary_type,Y,y
chicago,sf,Primary Type,primary_type,location,location
chicago,sf,Primary Type,primary_type,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Primary Type,primary_type,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Primary Type,primary_type,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Primary Type,primary_type,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Primary Type,primary_type,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Primary Type,primary_type,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Primary Type,primary_type,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Primary Type,primary_type,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Primary Type,primary_type,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Primary Type,primary_type,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Primary Type,primary_type,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Primary Type,primary_type,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Primary Type,primary_type,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Primary Type,primary_type,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Primary Type,primary_type,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Primary Type,primary_type,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Primary Type,primary_type,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Primary Type,primary_type,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Primary Type,primary_type,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Primary Type,primary_type,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Primary Type,primary_type,Neighborhoods 2,neighborhoods_2
chicago,sf,Description,description,PdId,police_department_incident_id
chicago,sf,Description,description,IncidntNum,incidntnum
chicago,sf,Description,description,Incident Code,incident_code
chicago,sf,Description,description,Category,category
chicago,sf,Description,description,Descript,descript
chicago,sf,Description,description,DayOfWeek,dayofweek
chicago,sf,Description,description,Date,date
chicago,sf,Description,description,Time,time
chicago,sf,Description,description,PdDistrict,pddistrict
chicago,sf,Description,description,Resolution,resolution
chicago,sf,Description,description,Address,address
chicago,sf,Description,description,X,x
chicago,sf,Description,description,Y,y
chicago,sf,Description,description,location,location
chicago,sf,Description,description,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Description,description,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Description,description,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Description,description,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Description,description,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Description,description,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Description,description,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Description,description,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Description,description,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Description,description,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Description,description,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Description,description,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Description,description,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Description,description,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Description,description,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Description,description,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Description,description,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Description,description,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Description,description,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Description,description,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Description,description,Neighborhoods 2,neighborhoods_2
chicago,sf,Location Description,location_description,PdId,police_department_incident_id
chicago,sf,Location Description,location_description,IncidntNum,incidntnum
chicago,sf,Location Description,location_description,Incident Code,incident_code
chicago,sf,Location Description,location_description,Category,category
chicago,sf,Location Description,location_description,Descript,descript
chicago,sf,Location Description,location_description,DayOfWeek,dayofweek
chicago,sf,Location Description,location_description,Date,date
chicago,sf,Location Description,location_description,Time,time
chicago,sf,Location Description,location_description,PdDistrict,pddistrict
chicago,sf,Location Description,location_description,Resolution,resolution
chicago,sf,Location Description,location_description,Address,address
chicago,sf,Location Description,location_description,X,x
chicago,sf,Location Description,location_description,Y,y
chicago,sf,Location Description,location_description,location,location
chicago,sf,Location Description,location_description,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Location Description,location_description,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Location Description,location_description,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Location Description,location_description,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Location Description,location_description,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Location Description,location_description,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Location Description,location_description,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Location Description,location_description,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Location Description,location_description,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Location Description,location_description,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Location Description,location_description,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
chicago,sf,Location Description,location_description,Fix It Zones as of 2017-11-06  2 2,fix_it_zones_as_of_2017_11_06_2_2
chicago,sf,Location Description,location_description,DELETE - HSOC Zones 2 2,delete_hsoc_zones_2_2
chicago,sf,Location Description,location_description,Fix It Zones as of 2018-02-07 2 2,fix_it_zones_as_of_2018_02_07_2_2
chicago,sf,Location Description,location_description,"CBD, BID and GBD Boundaries as of 2017 2 2",cbd_bid_and_gbd_boundaries_as_of_2017_2_2
chicago,sf,Location Description,location_description,"Areas of Vulnerability, 2016 2 2",areas_of_vulnerability_2016_2_2
chicago,sf,Location Description,location_description,Central Market/Tenderloin Boundary 2 2,central_market_tenderloin_boundary_2_2
chicago,sf,Location Description,location_description,Central Market/Tenderloin Boundary Polygon - Updated 2 2,central_market_tenderloin_boundary_polygon_updated_2_2
chicago,sf,Location Description,location_description,HSOC Zones as of 2018-06-05 2 2,hsoc_zones_as_of_2018_06_05_2_2
chicago,sf,Location Description,location_description,OWED Public Spaces 2 2,owed_public_spaces_2_2
chicago,sf,Location Description,location_description,Neighborhoods 2,neighborhoods_2
chicago,sf,Arrest,arrest,PdId,police_department_incident_id
chicago,sf,Arrest,arrest,IncidntNum,incidntnum
chicago,sf,Arrest,arrest,Incident Code,incident_code
chicago,sf,Arrest,arrest,Category,category
chicago,sf,Arrest,arrest,Descript,descript
chicago,sf,Arrest,arrest,DayOfWeek,dayofweek
chicago,sf,Arrest,arrest,Date,date
chicago,sf,Arrest,arrest,Time,time
chicago,sf,Arrest,arrest,PdDistrict,pddistrict
chicago,sf,Arrest,arrest,Resolution,resolution
chicago,sf,Arrest,arrest,Address,address
chicago,sf,Arrest,arrest,X,x
chicago,sf,Arrest,arrest,Y,y
chicago,sf,Arrest,arrest,location,location
chicago,sf,Arrest,arrest,SF Find Neighborhoods 2 2,sf_find_neighborhoods_2_2
chicago,sf,Arrest,arrest,Current Police Districts 2 2,current_police_districts_2_2
chicago,sf,Arrest,arrest,Current Supervisor Districts 2 2,current_supervisor_districts_2_2
chicago,sf,Arrest,arrest,Analysis Neighborhoods 2 2,analysis_neighborhoods_2_2
chicago,sf,Arrest,arrest,DELETE - Fire Prevention Districts 2 2,delete_fire_prevention_districts_2_2
chicago,sf,Arrest,arrest,DELETE - Police Districts 2 2,delete_police_districts_2_2
chicago,sf,Arrest,arrest,DELETE - Supervisor Districts 2 2,delete_supervisor_districts_2_2
chicago,sf,Arrest,arrest,DELETE - Zip Codes 2 2,delete_zip_codes_2_2
chicago,sf,Arrest,arrest,DELETE - Neighborhoods 2 2,delete_neighborhoods_2_2
chicago,sf,Arrest,arrest,DELETE - 2017 Fix It Zones 2 2,delete_2017_fix_it_zones_2_2
chicago,sf,Arrest,arrest,Civic Center Harm Reduction Project Boundary 2 2,civic_center_harm_reduction_project_boundary_2_2
