left_city,right_city,left_column,right_column,lexical_jaccard,exact_match
chicago,sf,unnamed_0,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,unnamed_0,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,unnamed_0,owed_public_spaces_2_2,0.0,0
chicago,sf,unnamed_0,neighborhoods_2,0.0,0
chicago,sf,id,police_department_incident_id,0.25,0
chicago,sf,id,incidntnum,0.0,0
chicago,sf,id,incident_code,0.0,0
chicago,sf,id,category,0.0,0
chicago,sf,id,descript,0.0,0
chicago,sf,id,dayofweek,0.0,0
chicago,sf,id,date,0.0,0
chicago,sf,id,time,0.0,0
chicago,sf,id,pddistrict,0.0,0
chicago,sf,id,resolution,0.0,0
chicago,sf,id,address,0.0,0
chicago,sf,id,x,0.0,0
chicago,sf,id,y,0.0,0
chicago,sf,id,location,0.0,0
chicago,sf,id,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,id,current_police_districts_2_2,0.0,0
chicago,sf,id,current_supervisor_districts_2_2,0.0,0
chicago,sf,id,analysis_neighborhoods_2_2,0.0,0
chicago,sf,id,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,id,delete_police_districts_2_2,0.0,0
chicago,sf,id,delete_supervisor_districts_2_2,0.0,0
chicago,sf,id,delete_zip_codes_2_2,0.0,0
chicago,sf,id,delete_neighborhoods_2_2,0.0,0
chicago,sf,id,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,id,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,id,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,id,delete_hsoc_zones_2_2,0.0,0
chicago,sf,id,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,id,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,id,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,id,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,id,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,id,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,id,owed_public_spaces_2_2,0.0,0
chicago,sf,id,neighborhoods_2,0.0,0
chicago,sf,case_number,police_department_incident_id,0.0,0
chicago,sf,case_number,incidntnum,0.0,0
chicago,sf,case_number,incident_code,0.0,0
chicago,sf,case_number,category,0.0,0
chicago,sf,case_number,descript,0.0,0
chicago,sf,case_number,dayofweek,0.0,0
chicago,sf,case_number,date,0.0,0
chicago,sf,case_number,time,0.0,0
chicago,sf,case_number,pddistrict,0.0,0
chicago,sf,case_number,resolution,0.0,0
chicago,sf,case_number,address,0.0,0
chicago,sf,case_number,x,0.0,0
chicago,sf,case_number,y,0.0,0
chicago,sf,case_number,location,0.0,0
chicago,sf,case_number,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,case_number,current_police_districts_2_2,0.0,0
chicago,sf,case_number,current_supervisor_districts_2_2,0.0,0
chicago,sf,case_number,analysis_neighborhoods_2_2,0.0,0
chicago,sf,case_number,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,case_number,delete_police_districts_2_2,0.0,0
chicago,sf,case_number,delete_supervisor_districts_2_2,0.0,0
chicago,sf,case_number,delete_zip_codes_2_2,0.0,0
chicago,sf,case_number,delete_neighborhoods_2_2,0.0,0
chicago,sf,case_number,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,case_number,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,case_number,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,case_number,delete_hsoc_zones_2_2,0.0,0
chicago,sf,case_number,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,case_number,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,case_number,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,case_number,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,case_number,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,case_number,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,case_number,owed_public_spaces_2_2,0.0,0
chicago,sf,case_number,neighborhoods_2,0.0,0
chicago,sf,date,police_department_incident_id,0.0,0
chicago,sf,date,incidntnum,0.0,0
chicago,sf,date,incident_code,0.0,0
chicago,sf,date,category,0.0,0
chicago,sf,date,descript,0.0,0
chicago,sf,date,dayofweek,0.0,0
chicago,sf,date,date,1.0,1
chicago,sf,date,time,0.0,0
chicago,sf,date,pddistrict,0.0,0
chicago,sf,date,resolution,0.0,0
chicago,sf,date,address,0.0,0
chicago,sf,date,x,0.0,0
chicago,sf,date,y,0.0,0
chicago,sf,date,location,0.0,0
chicago,sf,date,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,date,current_police_districts_2_2,0.0,0
chicago,sf,date,current_supervisor_districts_2_2,0.0,0
chicago,sf,date,analysis_neighborhoods_2_2,0.0,0
chicago,sf,date,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,date,delete_police_districts_2_2,0.0,0
chicago,sf,date,delete_supervisor_districts_2_2,0.0,0
chicago,sf,date,delete_zip_codes_2_2,0.0,0
chicago,sf,date,delete_neighborhoods_2_2,0.0,0
chicago,sf,date,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,date,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,date,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,date,delete_hsoc_zones_2_2,0.0,0
chicago,sf,date,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,date,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,date,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,date,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,date,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,date,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,date,owed_public_spaces_2_2,0.0,0
chicago,sf,date,neighborhoods_2,0.0,0
chicago,sf,block,police_department_incident_id,0.0,0
chicago,sf,block,incidntnum,0.0,0
chicago,sf,block,incident_code,0.0,0
chicago,sf,block,category,0.0,0
chicago,sf,block,descript,0.0,0
chicago,sf,block,dayofweek,0.0,0
chicago,sf,block,date,0.0,0
chicago,sf,block,time,0.0,0
chicago,sf,block,pddistrict,0.0,0
chicago,sf,block,resolution,0.0,0
chicago,sf,block,address,0.0,0
chicago,sf,block,x,0.0,0
chicago,sf,block,y,0.0,0
chicago,sf,block,location,0.0,0
chicago,sf,block,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,block,current_police_districts_2_2,0.0,0
chicago,sf,block,current_supervisor_districts_2_2,0.0,0
chicago,sf,block,analysis_neighborhoods_2_2,0.0,0
chicago,sf,block,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,block,delete_police_districts_2_2,0.0,0
chicago,sf,block,delete_supervisor_districts_2_2,0.0,0
chicago,sf,block,delete_zip_codes_2_2,0.0,0
chicago,sf,block,delete_neighborhoods_2_2,0.0,0
chicago,sf,block,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,block,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,block,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,block,delete_hsoc_zones_2_2,0.0,0
chicago,sf,block,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,block,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,block,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,block,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,block,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,block,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,block,owed_public_spaces_2_2,0.0,0
chicago,sf,block,neighborhoods_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,police_department_incident_id,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,incidntnum,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,incident_code,0.16666666666666666,0
chicago,sf,illinois_uniform_crime_reporting_code,category,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,descript,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,dayofweek,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,date,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,time,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,pddistrict,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,resolution,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,address,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,x,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,y,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,location,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,current_police_districts_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,current_supervisor_districts_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,analysis_neighborhoods_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_police_districts_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_supervisor_districts_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_zip_codes_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_neighborhoods_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,delete_hsoc_zones_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,owed_public_spaces_2_2,0.0,0
chicago,sf,illinois_uniform_crime_reporting_code,neighborhoods_2,0.0,0
chicago,sf,primary_type,police_department_incident_id,0.0,0
chicago,sf,primary_type,incidntnum,0.0,0
chicago,sf,primary_type,incident_code,0.0,0
chicago,sf,primary_type,category,0.0,0
chicago,sf,primary_type,descript,0.0,0
chicago,sf,primary_type,dayofweek,0.0,0
chicago,sf,primary_type,date,0.0,0
chicago,sf,primary_type,time,0.0,0
chicago,sf,primary_type,pddistrict,0.0,0
chicago,sf,primary_type,resolution,0.0,0
chicago,sf,primary_type,address,0.0,0
chicago,sf,primary_type,x,0.0,0
chicago,sf,primary_type,y,0.0,0
chicago,sf,primary_type,location,0.0,0
chicago,sf,primary_type,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,primary_type,current_police_districts_2_2,0.0,0
chicago,sf,primary_type,current_supervisor_districts_2_2,0.0,0
chicago,sf,primary_type,analysis_neighborhoods_2_2,0.0,0
chicago,sf,primary_type,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,primary_type,delete_police_districts_2_2,0.0,0
chicago,sf,primary_type,delete_supervisor_districts_2_2,0.0,0
chicago,sf,primary_type,delete_zip_codes_2_2,0.0,0
chicago,sf,primary_type,delete_neighborhoods_2_2,0.0,0
chicago,sf,primary_type,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,primary_type,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,primary_type,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,primary_type,delete_hsoc_zones_2_2,0.0,0
chicago,sf,primary_type,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,primary_type,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,primary_type,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,primary_type,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,primary_type,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,primary_type,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,primary_type,owed_public_spaces_2_2,0.0,0
chicago,sf,primary_type,neighborhoods_2,0.0,0
chicago,sf,description,police_department_incident_id,0.0,0
chicago,sf,description,incidntnum,0.0,0
chicago,sf,description,incident_code,0.0,0
chicago,sf,description,category,0.0,0
chicago,sf,description,descript,0.0,0
chicago,sf,description,dayofweek,0.0,0
chicago,sf,description,date,0.0,0
chicago,sf,description,time,0.0,0
chicago,sf,description,pddistrict,0.0,0
chicago,sf,description,resolution,0.0,0
chicago,sf,description,address,0.0,0
chicago,sf,description,x,0.0,0
chicago,sf,description,y,0.0,0
chicago,sf,description,location,0.0,0
chicago,sf,description,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,description,current_police_districts_2_2,0.0,0
chicago,sf,description,current_supervisor_districts_2_2,0.0,0
chicago,sf,description,analysis_neighborhoods_2_2,0.0,0
chicago,sf,description,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,description,delete_police_districts_2_2,0.0,0
chicago,sf,description,delete_supervisor_districts_2_2,0.0,0
chicago,sf,description,delete_zip_codes_2_2,0.0,0
chicago,sf,description,delete_neighborhoods_2_2,0.0,0
chicago,sf,description,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,description,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,description,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,description,delete_hsoc_zones_2_2,0.0,0
chicago,sf,description,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,description,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,description,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,description,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,description,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,description,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,description,owed_public_spaces_2_2,0.0,0
chicago,sf,description,neighborhoods_2,0.0,0
chicago,sf,location_description,police_department_incident_id,0.0,0
chicago,sf,location_description,incidntnum,0.0,0
chicago,sf,location_description,incident_code,0.0,0
chicago,sf,location_description,category,0.0,0
chicago,sf,location_description,descript,0.0,0
chicago,sf,location_description,dayofweek,0.0,0
chicago,sf,location_description,date,0.0,0
chicago,sf,location_description,time,0.0,0
chicago,sf,location_description,pddistrict,0.0,0
chicago,sf,location_description,resolution,0.0,0
chicago,sf,location_description,address,0.0,0
chicago,sf,location_description,x,0.0,0
chicago,sf,location_description,y,0.0,0
chicago,sf,location_description,location,0.5,0
chicago,sf,location_description,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,location_description,current_police_districts_2_2,0.0,0
chicago,sf,location_description,current_supervisor_districts_2_2,0.0,0
chicago,sf,location_description,analysis_neighborhoods_2_2,0.0,0
chicago,sf,location_description,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,location_description,delete_police_districts_2_2,0.0,0
chicago,sf,location_description,delete_supervisor_districts_2_2,0.0,0
chicago,sf,location_description,delete_zip_codes_2_2,0.0,0
chicago,sf,location_description,delete_neighborhoods_2_2,0.0,0
chicago,sf,location_description,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,location_description,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,location_description,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,location_description,delete_hsoc_zones_2_2,0.0,0
chicago,sf,location_description,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,location_description,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,location_description,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,location_description,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,location_description,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,location_description,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,location_description,owed_public_spaces_2_2,0.0,0
chicago,sf,location_description,neighborhoods_2,0.0,0
chicago,sf,arrest,police_department_incident_id,0.0,0
chicago,sf,arrest,incidntnum,0.0,0
chicago,sf,arrest,incident_code,0.0,0
chicago,sf,arrest,category,0.0,0
chicago,sf,arrest,descript,0.0,0
chicago,sf,arrest,dayofweek,0.0,0
chicago,sf,arrest,date,0.0,0
chicago,sf,arrest,time,0.0,0
chicago,sf,arrest,pddistrict,0.0,0
chicago,sf,arrest,resolution,0.0,0
chicago,sf,arrest,address,0.0,0
chicago,sf,arrest,x,0.0,0
chicago,sf,arrest,y,0.0,0
chicago,sf,arrest,location,0.0,0
chicago,sf,arrest,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,arrest,current_police_districts_2_2,0.0,0
chicago,sf,arrest,current_supervisor_districts_2_2,0.0,0
chicago,sf,arrest,analysis_neighborhoods_2_2,0.0,0
chicago,sf,arrest,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,arrest,delete_police_districts_2_2,0.0,0
chicago,sf,arrest,delete_supervisor_districts_2_2,0.0,0
chicago,sf,arrest,delete_zip_codes_2_2,0.0,0
chicago,sf,arrest,delete_neighborhoods_2_2,0.0,0
chicago,sf,arrest,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,arrest,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,arrest,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,arrest,delete_hsoc_zones_2_2,0.0,0
chicago,sf,arrest,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,arrest,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,arrest,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,arrest,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,arrest,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,arrest,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,arrest,owed_public_spaces_2_2,0.0,0
chicago,sf,arrest,neighborhoods_2,0.0,0
chicago,sf,domestic,police_department_incident_id,0.0,0
chicago,sf,domestic,incidntnum,0.0,0
chicago,sf,domestic,incident_code,0.0,0
chicago,sf,domestic,category,0.0,0
chicago,sf,domestic,descript,0.0,0
chicago,sf,domestic,dayofweek,0.0,0
chicago,sf,domestic,date,0.0,0
chicago,sf,domestic,time,0.0,0
chicago,sf,domestic,pddistrict,0.0,0
chicago,sf,domestic,resolution,0.0,0
chicago,sf,domestic,address,0.0,0
chicago,sf,domestic,x,0.0,0
chicago,sf,domestic,y,0.0,0
chicago,sf,domestic,location,0.0,0
chicago,sf,domestic,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,domestic,current_police_districts_2_2,0.0,0
chicago,sf,domestic,current_supervisor_districts_2_2,0.0,0
chicago,sf,domestic,analysis_neighborhoods_2_2,0.0,0
chicago,sf,domestic,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,domestic,delete_police_districts_2_2,0.0,0
chicago,sf,domestic,delete_supervisor_districts_2_2,0.0,0
chicago,sf,domestic,delete_zip_codes_2_2,0.0,0
chicago,sf,domestic,delete_neighborhoods_2_2,0.0,0
chicago,sf,domestic,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,domestic,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,domestic,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,domestic,delete_hsoc_zones_2_2,0.0,0
chicago,sf,domestic,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,domestic,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,domestic,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,domestic,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,domestic,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,domestic,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,domestic,owed_public_spaces_2_2,0.0,0
chicago,sf,domestic,neighborhoods_2,0.0,0
chicago,sf,police_beat_area,police_department_incident_id,0.16666666666666666,0
chicago,sf,police_beat_area,incidntnum,0.0,0
chicago,sf,police_beat_area,incident_code,0.0,0
chicago,sf,police_beat_area,category,0.0,0
chicago,sf,police_beat_area,descript,0.0,0
chicago,sf,police_beat_area,dayofweek,0.0,0
chicago,sf,police_beat_area,date,0.0,0
chicago,sf,police_beat_area,time,0.0,0
chicago,sf,police_beat_area,pddistrict,0.0,0
chicago,sf,police_beat_area,resolution,0.0,0
chicago,sf,police_beat_area,address,0.0,0
chicago,sf,police_beat_area,x,0.0,0
chicago,sf,police_beat_area,y,0.0,0
chicago,sf,police_beat_area,location,0.0,0
chicago,sf,police_beat_area,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,police_beat_area,current_police_districts_2_2,0.16666666666666666,0
chicago,sf,police_beat_area,current_supervisor_districts_2_2,0.0,0
chicago,sf,police_beat_area,analysis_neighborhoods_2_2,0.0,0
chicago,sf,police_beat_area,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,police_beat_area,delete_police_districts_2_2,0.16666666666666666,0
chicago,sf,police_beat_area,delete_supervisor_districts_2_2,0.0,0
chicago,sf,police_beat_area,delete_zip_codes_2_2,0.0,0
chicago,sf,police_beat_area,delete_neighborhoods_2_2,0.0,0
chicago,sf,police_beat_area,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,police_beat_area,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,police_beat_area,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,police_beat_area,delete_hsoc_zones_2_2,0.0,0
chicago,sf,police_beat_area,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,police_beat_area,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,police_beat_area,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,police_beat_area,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,police_beat_area,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,police_beat_area,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,police_beat_area,owed_public_spaces_2_2,0.0,0
chicago,sf,police_beat_area,neighborhoods_2,0.0,0
chicago,sf,district,police_department_incident_id,0.0,0
chicago,sf,district,incidntnum,0.0,0
chicago,sf,district,incident_code,0.0,0
chicago,sf,district,category,0.0,0
chicago,sf,district,descript,0.0,0
chicago,sf,district,dayofweek,0.0,0
chicago,sf,district,date,0.0,0
chicago,sf,district,time,0.0,0
chicago,sf,district,pddistrict,0.0,0
chicago,sf,district,resolution,0.0,0
chicago,sf,district,address,0.0,0
chicago,sf,district,x,0.0,0
chicago,sf,district,y,0.0,0
chicago,sf,district,location,0.0,0
chicago,sf,district,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,district,current_police_districts_2_2,0.0,0
chicago,sf,district,current_supervisor_districts_2_2,0.0,0
chicago,sf,district,analysis_neighborhoods_2_2,0.0,0
chicago,sf,district,delete_fire_prevention_districts_2_2,0.0,0
chicago,sf,district,delete_police_districts_2_2,0.0,0
chicago,sf,district,delete_supervisor_districts_2_2,0.0,0
chicago,sf,district,delete_zip_codes_2_2,0.0,0
chicago,sf,district,delete_neighborhoods_2_2,0.0,0
chicago,sf,district,delete_2017_fix_it_zones_2_2,0.0,0
chicago,sf,district,civic_center_harm_reduction_project_boundary_2_2,0.0,0
chicago,sf,district,fix_it_zones_as_of_2017_11_06_2_2,0.0,0
chicago,sf,district,delete_hsoc_zones_2_2,0.0,0
chicago,sf,district,fix_it_zones_as_of_2018_02_07_2_2,0.0,0
chicago,sf,district,cbd_bid_and_gbd_boundaries_as_of_2017_2_2,0.0,0
chicago,sf,district,areas_of_vulnerability_2016_2_2,0.0,0
chicago,sf,district,central_market_tenderloin_boundary_2_2,0.0,0
chicago,sf,district,central_market_tenderloin_boundary_polygon_updated_2_2,0.0,0
chicago,sf,district,hsoc_zones_as_of_2018_06_05_2_2,0.0,0
chicago,sf,district,owed_public_spaces_2_2,0.0,0
chicago,sf,district,neighborhoods_2,0.0,0
chicago,sf,ward,police_department_incident_id,0.0,0
chicago,sf,ward,incidntnum,0.0,0
chicago,sf,ward,incident_code,0.0,0
chicago,sf,ward,category,0.0,0
chicago,sf,ward,descript,0.0,0
chicago,sf,ward,dayofweek,0.0,0
chicago,sf,ward,date,0.0,0
chicago,sf,ward,time,0.0,0
chicago,sf,ward,pddistrict,0.0,0
chicago,sf,ward,resolution,0.0,0
chicago,sf,ward,address,0.0,0
chicago,sf,ward,x,0.0,0
chicago,sf,ward,y,0.0,0
chicago,sf,ward,location,0.0,0
chicago,sf,ward,sf_find_neighborhoods_2_2,0.0,0
chicago,sf,ward,current_police_districts_2_2,0.0,0
chicago,sf,ward,current_supervisor_districts_2_2,0.0,0
chicago,sf,ward,analysis_neighborhoods_2_2,0.0,0
